id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21853,Bright and airy room,83531,Abdel,Latina,Cármenes,40.40381,-3.7413,Private room,,4,33,2018-07-15,0.25,2,198,0,
30320,Apartamentos Dana Sol,130907,Danuta Weronika,Centro,Sol,40.41476,-3.70418,Entire home/apt,157,5,173,2025-08-27,0.93,17,342,1,
30959,Beautiful loft in Madrid Center,132883,Angela,Centro,Embajadores,40.41259,-3.70105,Entire home/apt,,3,8,2017-05-30,0.06,1,0,0,
40916,Apartasol Apartamentos Dana,130907,Danuta Weronika,Centro,Universidad,40.42247,-3.70577,Entire home/apt,143,5,53,2025-09-11,0.29,17,341,4,
62423,MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID,303845,Arturo,Centro,Justicia,40.41884,-3.69655,Private room,65,1,249,2025-09-05,2.78,3,299,41,
70059,Tu hogar en centro de Madrid.,353616,Diana,Centro,Universidad,40.42381,-3.71038,Entire home/apt,,7,64,2025-06-23,0.36,1,0,3,VT-7440
70073,Adorable Apartment Malasaña-Gran Via,353738,Raquel,Centro,Universidad,40.42252,-3.7025,Entire home/apt,116,30,36,2025-04-27,0.21,4,305,1,
70310,"Heart of Malasaña Cozy, Quiet & Sunny Apartment",353738,Raquel,Centro,Universidad,40.42252,-3.7025,Entire home/apt,79,30,31,2025-05-02,0.18,4,317,2,
72150,Sunny attic duplex flat with terrace next to Sol,364585,Vin,Centro,Embajadores,40.4115,-3.70449,Entire home/apt,300,3,133,2025-06-08,0.75,4,180,15,VT-6993
82481,"Retiro Park, Stay at cosy studio",448981,Mercedes,Salamanca,Recoletos,40.42342,-3.68123,Entire home/apt,,3,105,2017-11-29,0.60,1,0,0,
84719,Cool Apart. (10min Center + WIFI),259229,Felipe,Centro,Embajadores,40.40866,-3.70374,Entire home/apt,,7,182,2021-09-29,1.04,1,28,0,VT2922
86042,Cozy attic with intimate rooftop terrace+ elevator,364585,Vin,Centro,Embajadores,40.40939,-3.69812,Entire home/apt,166,3,233,2025-07-11,1.34,4,150,21,VT-3974
100411,Ático muy luminoso,527760,Diana,Fuencarral - El Pardo,Valverde,40.50044,-3.67032,Entire home/apt,,2,3,2016-06-24,0.03,1,0,0,
102040,Nice Single Room with wifi.,533936,Carlos Alberto,Ciudad Lineal,Pueblo Nuevo,40.43422,-3.64196,Private room,,3,0,,,1,0,0,
120293,ROOM IN THE CENTER -LA LATINA- WIFI,605612,Ulises,Centro,Palacio,40.41143,-3.70912,Private room,45,1,402,2025-08-24,2.35,1,116,33,
136058,"Calm, affordable room in Madrid.",666482,Cinthia,Villaverde,Los Angeles,40.35761,-3.69723,Private room,24,1,97,2022-10-30,0.56,1,0,0,
163429,Centrical loft in Madrid (Chamberi),780107,Sonia,Chamberí,Trafalgar,40.43765,-3.70408,Entire home/apt,,90,8,2019-03-17,0.05,1,87,0,
167183,private house B & B. Arturo Soria (Metro),796746,Consuelo,Hortaleza,Piovera,40.45575,-3.64912,Private room,90,1,52,2025-06-21,0.32,2,336,9,
199016,Habitación en ático muy céntrico con dos terrazas,967721,Santi,Centro,Universidad,40.4257,-3.70383,Private room,60,2,72,2025-09-01,0.58,1,257,26,
199201,"Converted theatre, historic centre",749212,Henrietta,Centro,Embajadores,40.41319,-3.7024,Private room,120,3,223,2025-07-07,1.31,1,34,25,
200828,"FRENTE MAR, ZONA CALAS. PISCINA.",75944,Maite,Salamanca,Castellana,40.43201,-3.68358,Entire home/apt,,14,0,,,1,0,0,33866
204570,Lovely 110m2 home - Best location!,1004721,Alex,Centro,Cortes,40.4152,-3.69668,Entire home/apt,160,5,107,2025-07-08,0.63,1,43,4,
205199,Tafari Gran Via - Alquiler Temporal,1008659,Nuria,Centro,Universidad,40.42116,-3.70384,Entire home/apt,98,15,374,2025-08-25,2.19,2,319,25,ESFCNT00002810800044867200000000000000000000000000009
211444,Private Room in a Sunny and Luxuriously Appointed Apartment,1090760,Jon,Hortaleza,Canillas,40.45959,-3.64699,Private room,68,2,234,2025-09-08,1.39,1,308,31,ESHFNT00002811400061702400100000000000000000000000003
221017,Apartament Center Atocha ll,1146227,Davinia,Centro,Embajadores,40.4131,-3.70086,Entire home/apt,117,5,79,2025-08-31,0.47,2,42,34,
225489,Madrid City Center. Room for 1 or 2 people.,1172225,Eva,Chamberí,Arapiles,40.43595,-3.70706,Private room,,25,30,2020-03-07,0.19,3,0,0,
229664,Beautiful cozy loft madrid center,1130651,Sergio,Centro,Embajadores,40.4078,-3.70085,Entire home/apt,58,10,563,2025-07-23,3.32,2,291,15,
233011,Apartament Center Atocha l,1146227,Davinia,Centro,Embajadores,40.41175,-3.70021,Entire home/apt,70,2,97,2025-07-07,0.60,2,285,45,
256004,Casa Balconies Arco Toledo - Cuchilleros St.,1732442,Anna,Centro,Sol,40.41428,-3.70767,Entire home/apt,138,3,224,2025-08-31,1.36,7,140,22,ESHFNT00002809100012225600300000000000000000000000003
258713,"Apartamento céntrico, tranquilo y luminoso.",1359945,Azucena,Arganzuela,Chopera,40.39627,-3.69926,Entire home/apt,100,4,88,2025-09-13,0.58,1,125,28,
260951,"Loft ""A"" Spectacular at IFEMA, Madrid Fair",1351865,Angela,Hortaleza,Valdefuentes,40.47189,-3.62966,Entire home/apt,288,3,150,2025-06-01,0.92,2,103,13,
261878,Great Studio! Best Reviews!,1373873,Alvaro,Centro,Universidad,40.42377853393555,-3.7027809619903564,Entire home/apt,144,2,682,2025-07-13,4.05,1,208,39,ESHFTU00002810800017758900100000000000000000000000004
263748,"LOFT ""C"" cerca de  IFEMA Madrid",1351865,Angela,Hortaleza,Valdefuentes,40.47142,-3.62881,Entire home/apt,114,2,163,2025-06-22,1.02,2,128,21,
281224,The Royal Palace Opera Central Apartment,1466005,Pe,Centro,Palacio,40.41685,-3.70882,Entire home/apt,148,2,138,2025-06-01,1.26,1,328,2,ESFCTU00002809100019155900000000000000000000000000000
287660,Beatiful downtown room with balcony,1496188,Juanpe,Centro,Universidad,40.42683,-3.71108,Private room,,1,11,2014-11-08,0.07,2,0,0,
289555,B11-Priv bathroom.,901218,Myrko,Centro,Sol,40.41849,-3.70743,Private room,139,4,191,2024-11-07,1.30,21,301,4,
310333,Temporary Apartment in the center,1596220,Paloma,Centro,Embajadores,40.40908377002321,-3.6951428069820658,Entire home/apt,64,186,181,2025-01-02,1.14,1,345,2,0
336672,Great apartment ∞4 rooms∞ close to City Center,1716726,Jesús,Arganzuela,Delicias,40.39516,-3.69309,Entire home/apt,,2,198,2025-01-10,2.09,1,0,15,
336834,2 bedroom apartament in Chueca-Fuen,1713427,Helena,Centro,Justicia,40.42242,-3.69562,Entire home/apt,84,5,71,2025-07-20,0.43,1,199,11,
339144,COZY APARTMENT MADRID MALASAÑA,1721158,Pau&Patricia,Centro,Universidad,40.42838,-3.70345,Entire home/apt,90,25,151,2025-06-17,0.92,2,14,7,
339171,PRADO MUSEUM AIR & OnSiteParking (*),1722284,Cesar,Centro,Cortes,40.41285,-3.69553,Entire home/apt,157,3,216,2025-09-06,1.32,1,85,14,ESFCTU000028089000196971000000000000000000000VT-65705
342095,Lovely apartment CENTRAL MADRID !,1703448,Elena,Centro,Embajadores,40.41015,-3.69797,Entire home/apt,95,5,54,2025-09-14,0.33,2,158,9,
345249,Paseo Castellana Deluxe Santiago Bernabeu,1751133,The Punset Family,Tetuán,Almenara,40.47148,-3.68946,Entire home/apt,160,90,32,2024-04-29,0.21,1,362,0,ESFCNT00002811500034944100000000000000000000000000001
354838,Entire apartment Plaza de España!,1496188,Juanpe,Centro,Universidad,40.4249,-3.7097,Entire home/apt,,20,37,2018-07-03,0.23,2,0,0,
361053,"Cozy, luminous  excellenty placed",1729503,Ana,Retiro,Niño Jesús,40.40988,-3.67503,Entire home/apt,115,2,319,2025-09-12,1.95,1,105,57,VUT 8713
363476,PUERTA DEL SOL-QUIET DOWNTOWN,1836617,Bibiana,Centro,Sol,40.41676,-3.70682,Private room,70,2,658,2025-09-08,4.02,1,271,63,
371532,"Fantastic Location. Great apartment, Opera",1871034,Olga,Centro,Palacio,40.41944,-3.70945,Entire home/apt,110,2,188,2025-09-06,1.16,1,30,29,
376379,Great Studio for Rent in Madrid,1892467,Laura,Centro,Embajadores,40.41115,-3.69673,Entire home/apt,70,4,44,2025-08-04,0.31,3,209,6,
402588,PUERTA DEL SOL l - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.4149,-3.70331,Entire home/apt,144,3,253,2025-08-16,1.66,75,135,23,ESFCNT00002808900027768700000000000000000000000000003
404569,GRAN VIA  -  Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Universidad,40.42552,-3.70589,Entire home/apt,117,3,109,2025-08-26,0.85,75,110,14,ESFCNT000028108000465716000000000000000000000000000007
406341,"Quiet downtown Madrid, nearby all",2024487,Fernando,Salamanca,Lista,40.42978,-3.67817,Private room,27,4,215,2025-08-30,1.32,1,188,18,ESHENT00002808800036050400100000000000000000000000001
414763,LATINA - lV - STUDIO MADRID CENTRE,1408525,Mad4Rent,Centro,Embajadores,40.41281,-3.70749,Entire home/apt,94,3,126,2025-08-16,0.80,75,107,18,ESFCNT00002809100067326000000000000000000000000000003
449218,"Central, fully equipped, best price",2230279,Marina,Centro,Justicia,40.42849,-3.70183,Entire home/apt,64,4,497,2025-09-11,3.06,1,154,50,
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40.39032,-3.71382,Private room,,2,18,2024-03-16,0.18,1,0,0,
459362,PUERTA DEL SOL- ll - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41592,-3.70177,Entire home/apt,129,3,149,2025-08-20,1.11,75,119,28,ESFCNT00002808900026682700000000000000000000000000007
462072,Ático Celestial en Barrio La Latina,2296476,José Manuel,Centro,Palacio,40.40869,-3.71073,Entire home/apt,178,3,233,2025-09-05,1.44,1,259,42,VT-11049
469231,ATICO PRECIADOS,1408525,Mad4Rent,Centro,Palacio,40.41941,-3.70823,Entire home/apt,139,3,82,2025-08-21,0.62,75,115,11,ESFCNT00002810800013018800000000000000000000000000009
470132,❤Quiet & Comfortable apartment downtown,2332600,Rodrigo,Centro,Embajadores,40.41018,-3.70164,Private room,108,31,54,2025-04-19,0.33,1,133,2,ESHFNT00002811800019084600100000000000000000000000005
471328,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41628,-3.70364,Entire home/apt,126,3,213,2025-08-28,1.35,75,122,24,ESFCNT00002808900033189100000000000000000000000000001
479718,"Estadio Metropolitano,  20 minutes to Sol by tube",2376402,Jesús,San Blas - Canillejas,Rosas,40.43202,-3.60353,Private room,91,1,33,2025-07-23,0.20,2,89,13,
491070,newly renovated apt best views of Madrid A/A,2427722,Ignacio,Centro,Universidad,40.42885,-3.70479,Entire home/apt,68,120,26,2025-07-19,0.16,1,345,5,VT-8441
502918,Habitación Alquiler Temporal Paisaje de la Luz,2480913,Elvira,Centro,Cortes,40.41155,-3.69492,Private room,50,3,185,2025-06-29,1.62,1,228,26,ESHFNT00002808900027329000100000000000000000000000007
506956,Precioso  apartamento  céntrico,1932547,Nieves,Ciudad Lineal,Concepción,40.44117,-3.64841,Entire home/apt,119,1,742,2025-09-08,6.35,1,24,84,
507614,Malasaña: Amazing&extremely central 2BD flat,2501740,Moises&Cristina + Little Sophie&Eli,Centro,Universidad,40.42323,-3.70434,Entire home/apt,114,15,54,2025-07-26,0.34,5,271,14,VT-8051
510973,Habitación céntrica a 1 min de Plza Santa Ana,2517520,Ruben,Centro,Cortes,40.41412,-3.70057,Private room,101,1,21,2024-10-27,0.21,1,356,1,
514917,"Nice room, nice flat",83531,Abdel,Latina,Puerta del Angel,40.40445,-3.7398,Private room,,4,26,2018-07-27,0.17,2,226,0,
521367,Penthouse with terrace in SOL,2564339,Alfonso,Centro,Sol,40.4154,-3.70255,Entire home/apt,1100,3,146,2022-10-02,0.92,24,94,0,00000
522563,Beautiful loft in downtown Madrid,1652272,Xuan,Centro,Palacio,40.41152,-3.70991,Entire home/apt,181,4,121,2025-05-05,0.90,1,71,7,ESFCNT00002809100053834700000000000000000000000000009
524003,Habitación con baño privado a 3 minutos de P Mayor,2576044,Angel,Centro,Embajadores,40.41327,-3.70223,Private room,93,2,609,2025-09-13,3.86,1,255,54,ESHFNT00002811800018498200100000000000000000000000009
526162,Single room in shared flat. Central,2249249,David,Retiro,Pacífico,40.4057,-3.67605,Private room,,2,1,2012-08-04,0.01,1,0,0,
526513,Sol.  Your home in Madrid´s Heart,1134989,Rut Y Oscar,Centro,Sol,40.41604,-3.70834,Entire home/apt,127,2,913,2025-09-07,5.66,1,273,87,ESFCTU0000281700006987600000000000000000000000VT28037
531677,Bright room in the Gran Via!!!!,2613319,David,Centro,Universidad,40.42286,-3.70236,Private room,,4,603,2025-06-23,3.82,1,2,8,
544736,SUNNY & EASY ACCESIBLE BEDROOM,1284868,Rocio,Chamartín,Hispanoamérica,40.45841,-3.67598,Private room,38,7,100,2025-09-01,0.67,2,105,4,
552183,Double cozy room in Madrid historic center,2713304,Belén,Centro,Cortes,40.41309,-3.69775,Private room,53,3,426,2025-09-10,2.65,1,279,39,
560941,Elegant Salamanca apartment perfect for couples-SR,596469,Gabriel,Salamanca,Recoletos,40.42296831342578,-3.6909537272586075,Entire home/apt,117,1,46,2025-07-26,0.32,29,301,9,
568190,"Rooms to rent to students,tourists",2795931,Pilar,Latina,Puerta del Angel,40.41016,-3.72863,Private room,19,2,195,2019-03-07,1.26,1,0,0,
572048,Rooms to rent in a shared flat,1689652,Alfredo,Chamberí,Trafalgar,40.42993,-3.70339,Private room,,3,0,,,1,0,0,
578731,"Centric, Quiet, Bright Apartment.",2847013,Santiago,Centro,Universidad,40.42551,-3.70812,Entire home/apt,,2,472,2025-06-29,2.95,3,0,32,VT680
588382,Apartment in the center of Madrid,2902269,Ane,Centro,Embajadores,40.41151,-3.70257,Entire home/apt,,2,5,2014-05-19,0.03,1,0,0,
588518,Penthouse with Stunning Balcony Near Plaza Mayor,2267893,Ana,Centro,Palacio,40.4158,-3.70962,Entire home/apt,243,3,85,2025-05-24,0.64,1,179,5,VT-12828
590710,Single/Double private room,2913511,Amparo,Usera,San Fermín,40.36725,-3.68875,Private room,48,5,105,2025-07-16,0.66,1,238,18,
594298,"Great Design, Views and Location",153391,Fernando,Centro,Sol,40.41906,-3.70627,Entire home/apt,173,1,621,2025-09-06,3.94,5,14,72,
595055,ROOM DUPLEX-ATICO NEAR MADRID RIO,2940355,Teresa,Carabanchel,Comillas,40.39523,-3.7132,Private room,21,2,19,2019-06-26,0.12,1,74,0,
598771,Atocha Attic - Unbeatable Location,2678039,Miguel,Arganzuela,Palos de Moguer,40.40661,-3.6952,Entire home/apt,99,3,116,2025-08-01,0.78,2,35,26,ESFCNT00002816700060586700000000000000000000000000005
599134,Cosy Plaza Mayor apartment in central Madrid,1567773,Lara,Centro,Sol,40.41596,-3.70846,Entire home/apt,,30,7,2017-12-05,0.04,1,0,0,
605339,NiceStay_HighValue_Orange RoomWIFI,2783896,Ivaylo,Latina,Lucero,40.40743,-3.74293,Private room,29,10,295,2025-08-27,1.86,3,117,35,ESHFNT00002810600004757400100000000000000000000000001
610675,"Beautiful attic, best location.",2174652,María,Centro,Sol,40.41769,-3.69974,Entire home/apt,,3,7,2015-08-17,0.04,1,0,0,
616027,"Quiet room well located, Av.America",3053021,Sonia,Chamartín,Prosperidad,40.43922,-3.67574,Private room,,1,74,2018-09-19,0.47,1,0,0,
625566,DUPLEX AT MADRID CENTER WITH POOL,2773350,Ainhoa,Arganzuela,Acacias,40.40349,-3.70418,Entire home/apt,,2,25,2017-01-02,0.17,1,0,0,
628394,"Spectacular Triplex in Canaleja, Sol",3121587,Pullover,Centro,Sol,40.417301177978516,-3.702075958251953,Entire home/apt,406,2,92,2025-07-22,0.58,3,48,11,VT-M-3436
643471,CHEAP & NICE B&B IN MADRID CENTRE,3290138,Juan Jesus,Centro,Embajadores,40.41256,-3.70373,Shared room,,5,48,2022-03-25,0.33,2,0,0,
644656,Room next to the Metro,3226403,Lili,Ciudad Lineal,Pueblo Nuevo,40.42432,-3.6399,Private room,35,7,4,2023-01-19,0.06,2,363,0,
655514,Room for one or two people,3226403,Lili,Ciudad Lineal,Pueblo Nuevo,40.42432,-3.6399,Private room,30,20,5,2023-09-18,0.16,2,196,0,
663761,Habitacion con litera para 2 o 3,3352121,Fran&Joni,Villa de Vallecas,Casco Histórico de Vallecas,40.37093,-3.62298,Private room,,1,4,2015-12-06,0.03,1,0,0,
683969,I share my flat.Two bedroom.Women.,3487329,KMitocondria,Carabanchel,Puerta Bonita,40.37609,-3.74279,Entire home/apt,,1,0,,,1,0,0,
684564,"ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL",1941314,Xavier,Centro,Palacio,40.41747,-3.70979,Entire home/apt,243,3,175,2025-05-31,1.20,1,365,9,
688795,Penthouse Plaza Mayor - Felipe III Balcony,1732442,Anna,Centro,Sol,40.41584,-3.70683,Entire home/apt,158,3,282,2025-09-02,1.81,7,123,40,ESHFNT00002809100010266100300000000000000000000000001
689099,Lujo a tu alcance,3357259,Mercedes,Ciudad Lineal,Costillares,40.47444,-3.67135,Private room,,1,15,2017-12-22,0.10,1,0,0,
696928,alquilo habitación,3569462,Claudia,Salamanca,Lista,40.43003,-3.67429,Private room,,2,109,2025-06-22,0.99,2,0,15,
704155,Apartment  in the center of Madrid,3606346,José,Centro,Embajadores,40.41389,-3.70461,Entire home/apt,117,1,441,2025-09-01,2.81,6,37,50,ESFCNT00002811800040127000000000000000000000000000003
709208,Apartment in the heart of Madrid,3648882,Luz,Centro,Sol,40.41697,-3.70732,Entire home/apt,97,2,862,2025-09-12,5.48,1,323,93,VT4761
716292,Just in the centre: Malasaña-Chueca,3691303,Paloma,Centro,Universidad,40.42616,-3.70263,Entire home/apt,147,3,120,2025-09-02,0.85,1,292,13,ESFCNT00002810800034610700000000000000000000000000009
726951,Big studio in Gran Vía,2172169,Eva,Centro,Universidad,40.42105,-3.70349,Entire home/apt,86,3,3,2025-08-10,0.02,1,233,2,
727588,"CENTRIC NEAR TO M30, 2 BEDROOMS",498646,Irma,Puente de Vallecas,San Diego,40.39368,-3.66975,Entire home/apt,52,30,33,2025-06-12,0.27,1,222,3,ESFCNT00002805300000759900000000000000000000000000007
730502,APARTMENT FOR 6 PEOPLE LOCATED IN THE CITYCENTRE,3797913,Rocio,Centro,Palacio,40.41826,-3.71244,Entire home/apt,150,5,110,2025-09-11,0.84,2,26,19,VT-51
733365,Espacio acogedor para tu relax y descanso.,3821608,Charo,Chamberí,Trafalgar,40.43653,-3.70421,Private room,43,5,119,2025-07-01,0.86,1,10,13,ESHFNT00002810900012823600100000000000000000000000009
747873,Stylish apartment in the city center,1625657,Matias,Centro,Universidad,40.42329,-3.70833,Entire home/apt,114,7,414,2025-08-30,2.64,3,50,37,VT-6783
748627,"In the heart of Madrid, cosy and adorable flat",3802511,Angeles,Centro,Embajadores,40.40678,-3.69915,Entire home/apt,133,31,54,2025-06-28,0.35,1,191,21,
748854,Host family in the center of Madrid,1888816,Margarita,Arganzuela,Acacias,40.40333,-3.7025,Private room,46,5,212,2025-09-14,1.38,3,160,13,ESHFNT00002803700026698900200000000000000000000000006
750251,Apartasol Apartamentos Dana,130907,Danuta Weronika,Centro,Universidad,40.42063868265047,-3.705671159481837,Entire home/apt,156,5,1,2025-07-12,0.45,17,285,1,
750257,Apartamentos Dana Madrid,130907,Danuta Weronika,Centro,Universidad,40.42057,-3.70486,Entire home/apt,147,5,24,2025-08-27,0.16,17,314,1,
751527,Gran apartamento Plaza de España (Estan.Temporada),3951702,Juan Antonio,Centro,Universidad,40.42482,-3.71084,Entire home/apt,274,32,103,2024-11-29,0.68,1,271,5,ESFCNT00002810800007499400000000000000000000000000001
751530,Downtown Apartment.PLAZA MAYOR.Wifi.Cozy.Cleansed.,3898452,Consuelo,Centro,Sol,40.41429,-3.70649,Entire home/apt,63,2,622,2025-06-26,3.97,2,0,49,VT-12957
752424,2br Apartment La Latina / Rastro,216570,Miguel,Centro,Embajadores,40.40687,-3.70917,Entire home/apt,,2,116,2022-07-10,0.74,1,83,0,
754678,APARTMENT IN THE CENTRE OF MADRID.,3961468,Domingo,Centro,Cortes,40.41382,-3.69514,Entire home/apt,157,3,438,2025-08-30,2.84,1,95,43,
755587,Centro/Apartm/Plaza Mayor/Wifi/cozy,3898452,Consuelo,Centro,Palacio,40.41497,-3.70853,Entire home/apt,63,3,579,2025-06-27,3.73,2,0,44,VT-12958
758670,Cozy bedroom wi-fi /Airport/ Ifema/ Metropolitano.,2536524,Danna Elizabeth,San Blas - Canillejas,Arcos,40.4267,-3.61631,Private room,42,20,31,2025-07-01,0.24,6,155,4,ESHFNT00002814800012515900400000000000000000000000000
760482,Dúplex-Penthouse Cuzco-Castellana Smart,4008643,Smart Apartments Madrid,Tetuán,Castillejos,40.45989,-3.69472,Entire home/apt,,3,109,2025-05-29,0.70,2,0,5,ESFCNT00002809400012949200000000000000000000000000009
761159,DOWNTOWN-APARTMENT-PLAZA MAYOR-COZY-WIFI-PARKING.,4012290,Alberto,Centro,Sol,40.41399,-3.70776,Entire home/apt,90,2,662,2025-07-26,4.23,2,6,73,VT-12959
763214,Madrid - CASCO ANTIGUO - Palacio Real,4032439,Maria,Centro,Palacio,40.40883973425041,-3.71506993463148,Entire home/apt,100,3,255,2025-08-30,1.79,1,6,49,
772646,Hermoso loft  Puerta del Sol centro  SWIMMING POOL,3606346,José,Centro,Sol,40.41403,-3.70453,Entire home/apt,93,1,327,2025-08-31,2.15,6,51,42,ESFCNT00002811800032742600000000000000000000000000003
780397,Nice flat in Madrid city centre,4068975,Alvaro,Arganzuela,Palos de Moguer,40.40115,-3.69657,Entire home/apt,142,3,22,2017-06-12,0.14,1,13,0,
780743,habitacion en Malasaña plena centro de Madrid,2057313,Abdul,Centro,Universidad,40.42398,-3.70451,Private room,42,3,33,2025-06-09,0.75,1,365,7,
793618,Heima Plaza Mayor - Latina 32,23603298,Heima,Centro,Palacio,40.41027,-3.7122,Entire home/apt,365,3,508,2025-09-02,3.33,18,306,33,ESFCNT00002810900038270600000000000000000000000000005
797030,Cosy flat with terrace near subway,4198169,Willem,San Blas - Canillejas,Simancas,40.43602,-3.63506,Entire home/apt,58,4,355,2025-08-23,2.28,1,76,38,ESFCTU000028099000813679000000000000000000000VT-15160
804681,Habitacion cerca del aeropuerto Barajas,4235741,Carlos,Barajas,Timón,40.47281,-3.58827,Private room,,60,1,2017-07-14,0.01,2,365,0,
814647,"Alojamiento en familia, Madrid",4159117,Raquel,San Blas - Canillejas,Salvador,40.4403,-3.63464,Private room,,90,0,,,1,0,0,
814870,Cozy  room in Madrid - Atocha (3),4281126,Carmen,Retiro,Jerónimos,40.4077,-3.68473,Private room,38,1,240,2025-09-11,1.57,3,153,51,
817184,wonderful apartment in the center.,4292037,Miguel,Centro,Cortes,40.4112,-3.69567,Entire home/apt,54,2,370,2025-08-25,2.42,5,319,22,
817848,Cozy apartment downtown Madrid,4295642,Luisa,Centro,Justicia,40.42171,-3.69823,Entire home/apt,100,7,282,2025-09-08,1.82,1,191,21,VT - 8035
819738,Tranquilo cerca del Palacio Real,723539,Eloísa,Centro,Palacio,40.42033,-3.70862,Entire home/apt,150,1,92,2025-08-12,0.60,10,1,7,ESFCNT00002809100018012600000000000000000000000000007
821860,Madirid Historical Center.Bathroom,4280501,Mariano,Centro,Embajadores,40.41013,-3.70453,Private room,65,3,475,2023-09-26,3.28,1,60,0,
833871,Beautiful apartment in the center,4292037,Miguel,Centro,Universidad,40.42556,-3.70175,Entire home/apt,68,2,314,2025-08-24,2.03,5,255,28,
834562,Nice family place close to Féria de Madrid 120SQ.,4365768,Vicente,Barajas,Timón,40.46913,-3.58258,Entire home/apt,148,2,310,2025-08-16,2.06,1,51,39,343
834675,El gusto por los nuevos encuentros.,4190662,Victoria,Puente de Vallecas,Numancia,40.39826,-3.66722,Private room,42,2,198,2025-07-07,1.38,1,84,15,ESHFNT00002814500044998800100000000000000000000000009
835333,"Best Design, Comfort and Location",153391,Fernando,Centro,Sol,40.41901,-3.70631,Entire home/apt,106,1,457,2025-09-10,2.97,5,18,69,
838698,Big cozy room in Atocha (2),4281126,Carmen,Retiro,Pacífico,40.40646,-3.68289,Private room,38,1,932,2025-09-13,6.14,3,141,142,
838712,Cozy room - Atocha (1),4281126,Carmen,Retiro,Pacífico,40.40625,-3.68479,Private room,25,1,216,2020-09-01,1.40,3,0,0,
840561,Cute and cozy apartment,4279976,María,Moncloa - Aravaca,Ciudad Universitaria,40.44919,-3.71006,Entire home/apt,,2,5,2017-07-31,0.03,1,0,0,
842078,"Central Gran Via Apt | A/C, WIFI & Weekly Cleaning",4396676,Vale,Centro,Sol,40.41726,-3.70269,Entire home/apt,97,90,40,2025-07-30,0.26,1,267,1,ESFCNT00002810900045674200000000000000000000000000007
846558,Clean room in the heart of Madrid,2489796,Ernesto,Centro,Sol,40.41858,-3.70077,Private room,,7,605,2025-09-01,3.94,1,0,11,
847273,Apartamento en Madrid ideal grupos,4424222,Francisco,Moratalaz,Marroquina,40.40721,-3.64994,Entire home/apt,249,3,229,2025-07-26,1.51,5,40,33,
848480,"Amplio, luminoso y bonito, en el centro de Madrid",153391,Fernando,Centro,Sol,40.41888,-3.70645,Entire home/apt,295,2,119,2025-07-15,0.79,5,5,25,
862752,Room in central apartment. Breakfast included,4522970,José,Arganzuela,Palos de Moguer,40.40196,-3.6974,Private room,46,2,125,2019-01-03,0.89,1,331,0,
864488,Your little shelter,3631892,Juan Carlos,Centro,Embajadores,40.40956,-3.7009,Entire home/apt,93,2,592,2025-09-12,3.82,1,252,66,
874029,"B&B in a bright room, Madrid!+wiffi",4603165,Prado,San Blas - Canillejas,Salvador,40.4449,-3.63508,Private room,90,2,95,2025-06-01,0.68,1,364,6,
874273,Sol-lux confort Madrid Fantastid,4575984,Francisco,Centro,Sol,40.41596,-3.70431,Entire home/apt,193,2,188,2025-07-06,1.25,1,27,23,
874842,Cosy little apartment in Goya,4618098,M Victoria,Salamanca,Goya,40.4256315,-3.6714298,Entire home/apt,83,5,4,2025-01-02,0.19,1,129,1,
886019,3 BR sunny apartment Madrid Center,4697070,Hortensia,Chamberí,Gaztambide,40.43808364868164,-3.7124500274658203,Entire home/apt,110,30,52,2020-03-15,0.34,1,254,0,Exempt
888289,Right in Madrid's City Center with Video Projector,4710774,María,Centro,Universidad,40.42656,-3.7036,Entire home/apt,268,4,543,2025-09-07,3.58,2,67,58,VT1003
892453,NICEStay_High Value(WhiteRoom)_WIFI,2783896,Ivaylo,Latina,Lucero,40.40726,-3.74174,Private room,,3,10,2020-02-02,0.07,3,0,0,
903707,Center of Madrid,4831338,Angel,Centro,Embajadores,40.40766,-3.69952,Entire home/apt,85,10,86,2025-07-04,0.56,2,25,8,
904741,Apartamento 2 céntrico Sol Madrid.,4839888,Alicia,Centro,Sol,40.41845,-3.70544,Entire home/apt,218,2,572,2025-08-31,3.77,12,218,71,VT-4003
904769,Apartamento 1 céntrico Sol Madrid.,4839888,Alicia,Centro,Sol,40.41866,-3.70547,Entire home/apt,103,2,577,2025-08-28,3.84,12,249,66,VT-3533
904775,Apartamento 3 céntrico Sol Madrid.,4839888,Alicia,Centro,Palacio,40.42062,-3.70766,Entire home/apt,200,2,512,2025-08-30,3.41,12,242,50,VT-3532
912617,Habitacion Reservada Madrid,4897332,Juan,Ciudad Lineal,Concepción,40.4334,-3.65682,Private room,360,7,1,2019-11-03,0.01,1,364,0,
