id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17853779,Vallehermoso,53928475,Alfonso,Chamberí,Arapiles,40.43522,-3.70723,Private room,,21,24,2019-05-04,0.23,1,0,0,
17855534,Maravilloso Ático en pleno centro,122183673,Pedro,Centro,Embajadores,40.41333,-3.7057,Entire home/apt,,2,0,,,3,0,0,
17859877,Habitación privada cerca de Quevedo,20128787,Juan,Chamberí,Arapiles,40.43413,-3.70714,Private room,,4,4,2017-05-02,0.04,1,0,0,
17874233,Loft on Piamonte (Chueca) – Perfect for Couples!,107141654,Leeways,Centro,Justicia,40.42283,-3.69497,Entire home/apt,78,28,265,2025-07-25,2.58,93,1,5,VT-9986
17883297,Habitación en Prosperidad,122465477,Enrique,Chamartín,Ciudad Jardín,40.44685,-3.67494,Private room,,3,19,2025-04-28,0.20,1,0,3,ESHFTU00002803800013637100100000000000000000000000000
17891928,Renovated Lovely Flat in Chueca Madrid 1,1771095,Hans Rudolf Georg,Centro,Justicia,40.42479,-3.69745,Entire home/apt,108,28,79,2025-06-09,0.77,14,49,23,
17892372,"Flat (+Garage)next to Madrid River, Casa de Campo",51674218,Pablo,Latina,Lucero,40.40826,-3.7442,Entire home/apt,,6,29,2019-08-13,0.28,1,0,0,
17900282,Small loft ideal for couples,122388260,Veronica,Latina,Puerta del Angel,40.40469,-3.73935,Entire home/apt,,3,32,2017-10-13,0.31,1,0,0,
17903863,Nice views! Malasaña Chueca apart. Madrid center,29939898,Rubén,Centro,Universidad,40.42448,-3.70169,Entire home/apt,186,10,187,2025-08-24,1.83,1,148,19,ESFCNT00002810800047654500000000000000000000000000009
17913623,Apartamento Carretas 302,26255620,Carretas Apartments,Centro,Sol,40.41478,-3.70369,Entire home/apt,,4,0,,,6,0,0,VT1863
17914266,A charming corner at the Retiro Park,36433297,Jesús And Sara,Retiro,Ibiza,40.42014,-3.6765,Entire home/apt,,1,562,2025-08-22,5.48,2,1,79,VT-9999
17914341,Habitación perfecta para gente creativa!,4316644,Andres,Tetuán,Berruguete,40.46087,-3.70035,Private room,,20,0,,,1,0,0,
17914512,APARTMENT IN MADRID CENTER,122804913,Maria Del Carmen,Chamberí,Rios Rosas,40.44598,-3.69926,Entire home/apt,110,5,162,2025-09-01,1.58,1,204,19,
17924090,Amezing bright penthouse in the centre!,33710002,Paula,Centro,Universidad,40.424,-3.70587,Entire home/apt,,2,0,,,1,0,0,
17930771,"Casa al lado del Retiro, Ideal para familias.",115458397,Nieves,Retiro,Pacífico,40.40502,-3.6726,Entire home/apt,140,2,244,2025-09-10,2.38,1,72,45,
17932739,Bright & Spacious 2BD 2BTH - Las Letras,122977557,José,Centro,Cortes,40.41289,-3.69662,Entire home/apt,219,1,306,2025-09-12,2.97,1,318,41,ESFCNT00002808900018964500000000000000000000000000009
17933443,Modern and spacious flat in the heart of Malasaña,12230900,Anabela’s Support Team,Centro,Universidad,40.4233,-3.70385,Entire home/apt,178,3,265,2025-08-09,2.58,2,118,35,
17934425,The Golden face. 2 Bdr,3983613,Raul,Centro,Sol,40.41808,-3.70834,Entire home/apt,140,3,66,2024-05-15,0.64,2,60,0,ESFCNT00002809100015224600000000000000000000000000009
17939045,Alquiler de Habitacion,41732982,Katherin,Retiro,Pacífico,40.4058,-3.6743,Private room,,1,16,2018-07-14,0.16,1,0,0,e
17955687,Apartment Aluche for 4 people with free parking,122981276,Alquileres,Latina,Aguilas,40.37598,-3.76459,Entire home/apt,60,1,3,2024-02-12,0.04,1,254,0,ESFCTU000028039000137962000000000000000000000VT-54174
17960977,Acogedor estudio en el Madrid de los Austrias,63619116,Viviana,Centro,Palacio,40.41379,-3.71241,Entire home/apt,68,30,33,2025-08-03,0.32,1,162,10,"ESFCNT00002809100039339700000000000000000000000000003,"
17968767,Chic Center Malasaña,44450805,Sergio,Centro,Universidad,40.42644,-3.70338,Entire home/apt,158,4,227,2025-07-04,2.20,2,79,1,VT-77131-CS
17973836,Beautiful 3 Bedroom Apartment in Salamanca,96718304,Carlos,Chamartín,El Viso,40.43782,-3.68326,Entire home/apt,,5,2,2017-05-02,0.02,1,0,0,
17978148,"Madrid Centro, ""Las Letras"" un barrio con encanto",68669881,Ignacio,Centro,Cortes,40.41286,-3.69757,Entire home/apt,241,2,154,2025-03-10,1.50,1,163,7,
17979142,Luxury Spacious 3 Bed 3bath 140m  Plaza España,16219667,L Leopoldo,Centro,Universidad,40.42754,-3.71146,Entire home/apt,,1,76,2020-12-29,0.77,3,0,0,
17979438,FULL APARTMENT IN THE CENTER OF MADRID (Calle Goya,67227288,Miguel Ángel,Salamanca,Lista,40.42979,-3.6781,Entire home/apt,,4,0,,,1,0,0,
17985694,Sunny Design Apartment in La Latina/Plaza Mayor,121825815,Laren,Centro,Palacio,40.41179,-3.71044,Entire home/apt,,2,256,2025-05-18,2.50,5,2,18,
18001589,Apartamento en pleno centro de Madrid !,123726483,Gaia,Chamberí,Gaztambide,40.43378,-3.7125,Entire home/apt,,1,1,2018-06-04,0.01,1,0,0,
18003944,"Romance. Alquiler temporal, Excluido uso turistico",53400845,Alfredo,Centro,Embajadores,40.41155,-3.70689,Entire home/apt,138,28,429,2025-09-13,4.18,2,194,81,ESFCNT00002803700054827600000000000000000000000000001
18011722,Habitación 3 minutos de CALLAO,58980411,Sultan,Centro,Universidad,40.42115,-3.70503,Private room,,1,1,2017-04-23,0.01,1,0,0,
18016295,Habitación 1 en zona tranquila y bien comunicada,123873639,Carmen,Usera,Orcasitas,40.36906,-3.71782,Private room,40,1,277,2025-09-02,2.71,2,217,39,
18024767,Apartamento Acogedor.,91005550,Liley,Retiro,Adelfas,40.39834,-3.66977,Entire home/apt,,3,3,2018-10-28,0.03,1,0,0,
18027290,Comfortable apartment in Madrid center,96541548,Nestor,Arganzuela,Acacias,40.40428,-3.70488,Entire home/apt,,24,11,2024-07-15,0.11,1,1,0,ESFCNT00002803700072017700000000000000000000000000003
18030968,Marvellous penthouse flat in the center of Madrid,4615520,Mahdrid Apartments,Chamberí,Gaztambide,40.43073,-3.71283,Entire home/apt,189,2,123,2025-08-31,1.21,23,134,17,
18032664,"La Latina, three bedrooms apartment downtown",79224227,Hernan,Centro,Palacio,40.41238,-3.70981,Entire home/apt,268,4,235,2025-08-07,2.29,3,71,31,ESFCNT00002809100014601600000000000000000000000000007
18039199,Habitación Doble cerca del Retiro,124105329,Katherin,Retiro,Pacífico,40.40536,-3.67626,Private room,,1,2,2017-04-30,0.02,1,0,0,
18049992,.,45617608,Sandra,Centro,Universidad,40.42513,-3.70407,Private room,,1,7,2018-01-01,0.07,1,0,0,
18051043,House for four,72547034,Zaida,San Blas - Canillejas,Amposta,40.42564,-3.62215,Entire home/apt,,1,1,2017-04-17,0.01,1,0,0,
18055157,"Habitación individual,  baño compartido en Aravaca",99880805,Sonia,Moncloa - Aravaca,Aravaca,40.45444,-3.78334,Private room,35,2,61,2025-06-27,0.60,1,354,14,
18070118,STUNNING ZEN Boutique Studio CENTER LETRAS WIFI&AC,22361249,Mara,Centro,Cortes,40.41495,-3.70009,Entire home/apt,,180,52,2024-08-31,0.51,3,1,0,ESFCNT00002808900029086000000000000000000000000000001
18071804,Habitacion luminosa y tranquila en Carabanchel,4977064,Alberto,Carabanchel,Abrantes,40.38263,-3.72689,Entire home/apt,,1,10,2018-02-12,0.10,1,0,0,
18073681,B1 2H Habitación. Apartamento Nuevo y Moderno,14032635,Carlos,Tetuán,Bellas Vistas,40.44914,-3.7059,Entire home/apt,99,13,18,2024-06-24,0.18,20,345,0,
18083089,"Everything in a walking distance, Great Location.",124524030,Emal,Centro,Embajadores,40.41195,-3.69827,Entire home/apt,,5,0,,,1,0,0,
18090240,Habitación individual con TV y escritorio,27839309,Inma,Centro,Sol,40.41559,-3.70353,Private room,98,30,0,,,2,365,0,
18092890,IDEAL ESTUDIO PARA PAREJAS,104403656,Adrian,Centro,Embajadores,40.40881,-3.70361,Entire home/apt,,1,8,2017-06-25,0.08,1,0,0,
18093383,Mi rincón de Goya (My corner in Goya),109542538,Julio Víctor,Salamanca,Goya,40.42363,-3.67766,Entire home/apt,107,2,822,2025-08-24,8.02,1,90,92,VT-3306
18098257,Espectacular Ático en el Centro de Madrid,122183673,Pedro,Centro,Embajadores,40.41246,-3.70556,Entire home/apt,,3,0,,,3,0,0,
18100690,Apartamento privado,124678499,Beto,Barajas,Timón,40.47173,-3.58283,Entire home/apt,43,1,508,2024-01-31,4.95,1,271,0,
18103406,Ático en edif. histórico Austrias,7879394,Miguel,Centro,Palacio,40.41671,-3.7092,Entire home/apt,150,3,137,2025-09-14,1.34,1,331,32,
18104115,Habitacion Privada en Chueca!,46479213,Raul A.,Centro,Justicia,40.42249,-3.69884,Private room,,2,6,2017-06-11,0.06,2,0,0,
18105409,"Bonito, limpio y super equipado. Zona Legazpi",124713283,Angel,Arganzuela,Chopera,40.39328,-3.69554,Entire home/apt,87,4,549,2025-08-31,5.37,3,41,76,VT-8294
18107706,Chambre dans une colocation en plein centre,124730023,Julie,Centro,Justicia,40.42526,-3.69769,Private room,,1,1,2017-04-17,0.01,1,0,0,
18108055,Lovely room with balcony downtown,71433755,Alessandra,Centro,Embajadores,40.41155,-3.70538,Private room,82,2,68,2025-08-31,0.66,1,24,12,
18109185,Studio Plaza de España Square,124753355,Juan,Centro,Universidad,40.42664,-3.70923,Entire home/apt,69,6,70,2023-07-24,0.68,1,309,0,VT-3543
18109842,"Comfortable sunny flat in Malasaña, city center!",124507931,Alessandro,Centro,Universidad,40.42427,-3.70407,Entire home/apt,,2,135,2020-03-04,1.33,1,0,0,
18110697,CONFORTABLE HABITACIÓN PARA UNA O DOS PERSONAS,107177213,Laura,Carabanchel,Comillas,40.39326,-3.70967,Private room,,600,197,2020-03-14,1.96,1,270,0,
18116356,Habitacion Amplia cerca de Madrid Rio,124684693,Willian,Carabanchel,San Isidro,40.39821,-3.71831,Private room,,2,6,2017-05-07,0.06,2,0,0,
18117468,Mini luxury flat in the heart of Madrid,40730378,Jeanne,Centro,Universidad,40.42196,-3.70332,Entire home/apt,109,25,65,2025-08-31,0.63,1,150,9,ESFCNTO0002810800049301600000000000000000000000000001
18129725,Lovely house 15 mins to city center,13827688,Sara,Latina,Lucero,40.40521,-3.75222,Entire home/apt,,27,0,,,3,0,0,
18133683,Quiet apartment in La Latina next to Plaza Mayor,121825815,Laren,Centro,Palacio,40.41143,-3.70884,Entire home/apt,255,2,315,2025-08-31,3.08,5,350,18,
18138319,Amazing design apartment  in La latina/Plaza Mayor,56600530,Micol,Centro,Palacio,40.4127,-3.71082,Entire home/apt,166,1,202,2025-05-30,1.97,3,5,5,VT-3580
18138583,Habitacion Amplia cerca  Madrid Rio,124684693,Willian,Carabanchel,San Isidro,40.3994,-3.71789,Private room,,1,1,2018-05-12,0.01,2,0,0,
18138585,Best apartment in quiet La Latina/Plaza Mayor,56600530,Micol,Centro,Palacio,40.41122,-3.70961,Entire home/apt,150,1,295,2025-06-22,2.88,3,5,4,VT-3580
18139318,Habitacion para una persona,125049921,Elena,Latina,Lucero,40.40761,-3.74334,Private room,,1,0,,,1,0,0,
18146906,MAD Confortable studio Atocha con A/A,125123150,Cesar,Arganzuela,Palos de Moguer,40.40279,-3.68841,Entire home/apt,74,3,259,2025-09-13,2.53,1,292,51,VT-8169
18147028,Artistic oasis home City Center with all you need,88043,Caye,Centro,Embajadores,40.41205,-3.70338,Entire home/apt,,2,23,2018-05-20,0.22,1,0,0,
18147455,Bright & Cozy 1 BD- Retiro,125126426,Jelisaveta Elizabeth Y Javier,Retiro,Jerónimos,40.42061,-3.6843,Entire home/apt,148,1,141,2025-09-04,1.38,1,277,16,
18147920,CituSpace Las Tablas-Apartment w Terrace & Parking,31772865,CituSpace,Fuencarral - El Pardo,Valverde,40.50747,-3.6707,Entire home/apt,224,1,15,2025-08-23,0.15,72,287,9,ESFCTU00002811600088423900000000000000000000000000002
18149388,"Latina cozy flat  3 BR, 1 BTH R, 80 sq.m, 6 peop",105708985,Rafael,Centro,Palacio,40.40963,-3.71029,Entire home/apt,157,30,232,2025-08-24,2.26,25,269,24,ESFCNT00002809100009621200000000000000000000000000009
18150360,Great apartment close to Plaza Castilla Castellana,102622433,Gonzalo,Tetuán,Almenara,40.468933,-3.691426,Entire home/apt,173,1,236,2025-08-31,6.06,2,185,66,VT-01010
18150744,Flat in calle Huertas,11429807,Sergio,Centro,Cortes,40.41554,-3.70129,Entire home/apt,245,3,378,2025-09-01,3.71,1,245,46,ESFCNT00002808900041826400000000000000000000000000001
18151509,Apartamento Vallecas Nueva Numancia con Wifi,123778623,Cris,Puente de Vallecas,San Diego,40.38868,-3.66979,Private room,17,25,63,2025-08-18,0.62,5,225,5,
18155070,Charming Apartment. WIFI. A/C. 2´Metro,125191135,Rafa & Ali,San Blas - Canillejas,Simancas,40.4367,-3.63438,Entire home/apt,,2,413,2025-08-09,4.04,1,1,57,VT-6306
18157287,Apartamento precioso en el centro :),112913580,Jorge Y Juanje,Centro,Embajadores,40.40963,-3.70361,Entire home/apt,,2,120,2019-07-06,1.17,2,0,0,
18157839,"HABITACION AMPLIA CON TERRAZA/NUEVA NUMANCIA, wifi",123778623,Cris,Puente de Vallecas,San Diego,40.38659,-3.66864,Private room,19,25,83,2025-06-24,0.81,5,322,2,
18157874,Pequeña habitacion CASA VEGETARIANA (35min de Sol),32068100,Yara,Hortaleza,Canillas,40.4602,-3.64938,Private room,,2,121,2025-03-30,1.48,5,0,2,
18164030,Madrid without noise or pollution. GQ22 1º,116196433,Apartamentos Playtime,Ciudad Lineal,Concepción,40.44497,-3.64198,Entire home/apt,78,7,35,2025-09-08,0.34,5,48,6,
18165743,"Tu casa ideal para visitar Madrid, bedandbreakfast",111643890,Rosa,Chamartín,Castilla,40.47075,-3.67855,Private room,57,1,445,2025-08-31,4.34,2,77,71,ESHFNT00002811000050944400200000000000000000000000004
18183989,Great apt. 80 m2 with 2 spacious  rooms. 1A.,877001,Antonio,Centro,Universidad,40.42672,-3.70767,Entire home/apt,393,2,20,2023-03-24,0.20,7,156,0,ESFCNT00002810800050909000000000000000000000000000001
18192922,Apartamento de diseño con increíbles vistas,23785035,Helena,Chamberí,Arapiles,40.43144,-3.70563,Entire home/apt,,2,18,2018-10-10,0.18,1,0,0,
18194776,Habitación en Plaza Mayor,5592376,Yasmina,Centro,Palacio,40.41561,-3.70916,Private room,,25,11,2025-08-31,0.20,5,0,2,
18201293,Full studio heart of Madrid. No turistico,67024778,Paola,Centro,Embajadores,40.4108,-3.70162,Entire home/apt,94,3,424,2025-09-08,4.15,12,256,49,ESFCNT00002811800029105500000000000000000000000000001
18209448,Beautiful big room with wifi in center of Madrid,16245561,Zifang,Ciudad Lineal,Ventas,40.43115,-3.65883,Private room,,1,100,2018-12-31,0.98,1,0,0,
18245617,"Beautiful, sunny n large room in Malasaña (centro)",126071208,Maria,Centro,Universidad,40.42548,-3.70308,Private room,,1,7,2018-12-09,0.07,1,0,0,
18246902,Habitación con aire acondicionado en Madrid Centro,22305391,Sol,Chamberí,Arapiles,40.43006,-3.70908,Private room,33,2,225,2025-09-08,2.23,1,199,49,Exempt
18248531,"Cozy,stylish and sunny big room with vibrant decor",9757922,Maria,Moncloa - Aravaca,Valdezarza,40.46787,-3.72199,Private room,71,7,50,2025-06-30,1.37,7,335,16,ESHFNT00002813600006643500100000000000000000000000001
18251416,Modern Apartment Madrid Center - WiFi,47303750,Andrea,Latina,Puerta del Angel,40.41207,-3.73234,Entire home/apt,58,6,115,2025-07-21,1.16,1,72,11,
18253375,Waou Sol I - Alquiler Corta Duración,28786243,Emilio,Centro,Embajadores,40.41131,-3.70554,Entire home/apt,520,1,148,2025-07-03,1.45,73,284,3,ESFCNT00002811800019058700000000000000000000000000009
18271284,Loft de diseño en zona norte de Madrid,126308580,Fernando,Hortaleza,Valdefuentes,40.48681,-3.66711,Entire home/apt,77,2,296,2025-09-08,2.99,2,217,75,
18278565,Apt. on Valencia St. – Perfect for Couples!,107141654,Leeways,Centro,Embajadores,40.40741,-3.70026,Entire home/apt,103,3,337,2025-09-12,3.30,93,167,54,VT-4523
18283473,Refurbished & spacious 2BD 2BTH - Malasaña,126420664,Catalina,Centro,Universidad,40.42472,-3.70592,Entire home/apt,208,1,240,2025-09-06,2.35,1,279,41,VT-6607
18285624,Chamberí - Luminoso Apartamento 1 dormitorio,96795800,Madrid Rental Flats,Chamberí,Almagro,40.43337,-3.69146,Entire home/apt,,5,6,2024-05-14,0.07,25,0,0,E S F C N T 0 0 0 0 2810900034413100000000000000000000000000005
18301694,Waou La Latina II - Alquiler Corta Duración,28786243,Emilio,Centro,Embajadores,40.40934,-3.7064,Entire home/apt,262,1,202,2025-06-01,1.97,73,318,3,ESFCNT00002803700006026600000000000000000000000000009
18305543,Sunny n quiet Penthouse in the center.Ático centro,21479826,Hector,Centro,Embajadores,40.40835189819336,-3.702826976776123,Entire home/apt,100,2,369,2025-08-28,3.61,2,182,18,
18311097,Spectacular Penthouse in Plaza de Castilla,23301367,Inés,Tetuán,Almenara,40.47202,-3.69226,Entire home/apt,68,4,31,2020-03-31,0.30,1,198,0,Ref 03/17787.9/17
18318430,"Solo mujer, baño individual,ideal estudiante.",123370795,Marisa,Latina,Lucero,40.40043,-3.75521,Private room,,2,5,2019-03-10,0.06,1,0,0,
18319694,Disfruta de vistas. Confortable habitación.,126730904,Marisa,Latina,Lucero,40.40134,-3.75564,Private room,,1,0,,,1,0,0,
18326240,Cozy tiny house for a perfect stay in Madrid!,20552482,Ana,Chamartín,Prosperidad,40.44074,-3.67391,Entire home/apt,,2,0,,,1,0,0,
18343092,Lofted Bedroom in Lavapies,8439404,Sheneil,Centro,Embajadores,40.4107,-3.69854,Shared room,,1,10,2017-06-18,0.10,1,0,0,
18344059,Habitación al lado del Retiro,62429541,Fabio,Retiro,Pacífico,40.40655,-3.67703,Private room,,1,0,,,2,0,0,
18359346,"马德里静美时尚大床三居公寓,您温馨的四季之家",127081838,Cancan,Carabanchel,San Isidro,40.39506,-3.73714,Private room,,1,19,2018-06-29,0.19,3,0,0,E25079645
18359971,"马德里温馨宁静大床三居公寓,您魅力的四季之家",127081838,Cancan,Carabanchel,San Isidro,40.39454,-3.73882,Private room,,1,5,2019-01-01,0.05,3,0,0,E25079645
18360079,"马德里浪漫舒适大床三居公寓,您贴心的选择",127081838,Cancan,Carabanchel,San Isidro,40.39344,-3.73893,Private room,,1,27,2019-03-31,0.26,3,0,0,E25079645
18385355,HOMELY LOFT PLAZA MAYOR,78776620,Enrique,Centro,Sol,40.4165,-3.70657,Entire home/apt,118,1,531,2025-09-10,5.21,2,180,103,
18391961,Modern Loft - Madrid center,28544286,Isabella,Centro,Embajadores,40.41189,-3.69862,Entire home/apt,,1,2,2017-06-04,0.02,1,0,0,
18399595,"Espectacular Ático 2 dormitorios, Chamberí",96795800,Madrid Rental Flats,Chamberí,Almagro,40.43383,-3.69146,Entire home/apt,195,5,3,2025-07-01,0.19,25,37,1,ESFCNT00002810900034477300000000000000000000000000007
18411228,Quiet  at Historical City Centre WiFi-A/C,127569594,Borja,Centro,Embajadores,40.41023,-3.70533,Entire home/apt,123,1,686,2025-08-26,6.78,8,139,58,
18423711,Double room in Malasaña. HABITACION DOBLE.,28382647,Maria,Centro,Universidad,40.42306,-3.70472,Private room,,1,49,2018-10-07,0.48,1,0,0,
18423794,Loft on Fuencarral – Perfect for Couples!,107141654,Leeways,Centro,Justicia,40.42163,-3.70051,Entire home/apt,111,5,361,2025-09-10,3.55,93,49,39,VT-3883
18428211,Habitacion muy céntrica y acogedora.,49538086,Laura,Centro,Palacio,40.41317,-3.71544,Private room,,1,75,2020-03-13,0.75,1,0,0,
18430447,"Castellana, Santiago Bernabeu Cuzco",127734531,Acrab Beta Scorpii Slu,Tetuán,Castillejos,40.45759,-3.69543,Entire home/apt,142,15,150,2025-08-24,1.48,1,189,21,ESFCNT00002809400022267400000000000000000000000000005
18443731,Madrid Habitacion grande y tranquila,14395069,Blanca,San Blas - Canillejas,Salvador,40.44318,-3.63236,Private room,39,2,179,2025-08-15,1.76,2,300,21,
18445993,Mi rincón,127871433,Raúl Leonardo,Centro,Embajadores,40.40803,-3.70906,Private room,,1,0,,,1,0,0,
18452301,Lovely flat nearby Atocha Station.,53351829,Marta,Arganzuela,Palos de Moguer,40.40629,-3.69315,Entire home/apt,,2,134,2024-06-16,1.32,1,0,0,
18453184,Piso precioso y romántico.Metro en puerta.Calidad.,28047841,Alberto,Tetuán,Bellas Vistas,40.45687,-3.71099,Entire home/apt,85,1,134,2025-09-08,1.32,2,221,27,
18454806,Increíble nuevo 3BD 2BTH - Centro de la ciudad,127953232,Inés,Centro,Embajadores,40.41143,-3.69965,Entire home/apt,337,1,240,2025-08-21,2.36,1,282,28,ESFCNT00002811800010958900000000000000000000000000001
18456038,Figueroa I - LUXA HOME,106591951,Moises,Centro,Justicia,40.42234,-3.69825,Entire home/apt,,30,303,2025-03-20,2.97,63,4,22,
18459674,Alquiler de habitacion,53077312,Solmaira,Ciudad Lineal,Ventas,40.42608,-3.65041,Private room,,1,14,2017-09-16,0.14,1,0,0,
18470166,Modern apartment with green views,128093440,Andreas & Britte,Chamartín,Prosperidad,40.4393,-3.67766,Entire home/apt,,45,111,2025-08-16,1.10,1,79,10,VT-5287
18474084,Attic of Love for 2 with Jacuzzi,128136044,Ana María,Centro,Universidad,40.42153,-3.70274,Entire home/apt,86,3,211,2025-09-12,2.07,1,223,28,ESFCTU0000281080003235040000000000000000000000VT83953
18474323,HAB. CON BAÑO. ROOM WITH BATH. BARRIO DE SALAMANCA,127976288,Israel,Salamanca,Guindalera,40.43718,-3.67062,Private room,68,1,618,2025-08-31,6.07,1,98,122,
18475379,"Siente el  Paráiso, cerca y sin contaminación.",110651397,Leo,San Blas - Canillejas,Arcos,40.42185,-3.61892,Private room,42,3,52,2025-06-09,0.53,2,355,4,
18475386,Walking distance from IE and EAE business school,59383880,Patricia,Chamartín,Ciudad Jardín,40.444351,-3.67601,Entire home/apt,80,7,84,2025-09-05,0.84,3,305,16,ESHFNT00002803800050100100200000000000000000000000004
18481018,Bonito piso en el CENTRO (Lavapiés),107133371,Benahoare,Centro,Embajadores,40.4095,-3.70085,Entire home/apt,,3,1,2017-06-25,0.01,1,0,0,
18482971,Chueca - Lovely bright room in the heart of Madrid,38057762,Paul,Centro,Justicia,40.42265,-3.6998,Private room,63,2,315,2025-09-10,3.10,1,202,37,
18488845,BEAUTIFUL APART 2DB IN GRAN VIA/SOL/RETIRO PARK,128279375,Luis Y Kate,Centro,Justicia,40.42479,-3.69135,Entire home/apt,,2,61,2018-02-25,0.61,1,0,0,
18516614,Cozy flat Las Ventas  (2 beds),128508859,Alicia & Jose María,Salamanca,Guindalera,40.43182,-3.66421,Entire home/apt,,2,89,2019-01-12,0.87,1,0,0,
18521622,Dormir en el barrio Salamanca-GOYA y baño privado,23390574,Elena,Salamanca,Goya,40.42567,-3.67784,Private room,,2,4,2018-05-04,0.04,1,0,0,VT4634
18524450,Studio in Madrid City Center - Temporary Rental,15295190,Filipe,Centro,Universidad,40.42574,-3.70894,Entire home/apt,64,30,52,2025-06-22,0.52,1,306,6,"Alquiler temporal, no se permite alquiler turistico."
18540086,Malasaña Apartment *,55863769,Mariano,Centro,Universidad,40.42379,-3.70528,Entire home/apt,93,4,176,2025-09-10,1.78,2,317,40,
18540846,Habitación en pleno centro Madrid,43035746,Tito Luis,Chamberí,Arapiles,40.43278,-3.70566,Private room,28,3,319,2025-09-03,3.13,1,34,22,
18554594,Habitacion  y baño individual al lado del metro,2563960,Mariya,Latina,Puerta del Angel,40.40875,-3.73975,Private room,,3,80,2025-06-29,1.03,1,340,16,
18559867,Un clásico próximo Gran Vía,14189741,Serrano Vacational,Centro,Universidad,40.42153,-3.70477,Entire home/apt,,4,109,2025-06-14,1.08,1,139,11,ESFCNT00002810800039460300000000000000000000000000003
18560684,STYLISH apt in the CENTER. Best LOCATION,128854585,Domingo Javier,Centro,Cortes,40.4138,-3.6967,Entire home/apt,124,4,127,2025-08-12,1.25,1,123,28,ESFCNT00002808900029643500000000000000000000000000005
18562237,Waou Plaza de España VII - Alquiler Temporada,28786243,Emilio,Moncloa - Aravaca,Argüelles,40.42056,-3.71777,Entire home/apt,159,1,84,2025-08-27,0.83,73,316,6,ESFCNT00002810600087049300000000000000000000000000007
18581591,hab privado con bano,129010427,Uddip,Centro,Sol,40.41757,-3.7061,Private room,,1,0,,,1,0,0,
18589389,pido javi malasaña,128976579,Javier,Centro,Universidad,40.42256,-3.70114,Private room,,5,0,,,1,0,0,
18614168,Tu hogar en malasaña,3385435,JuanCarlos,Centro,Universidad,40.42255,-3.70467,Private room,,2,12,2018-05-28,0.12,1,0,0,
18622049,APARTAMENTO CENTR0 LAVAPIES/ATOCHA. WIFI,14959319,Tony,Centro,Embajadores,40.40666,-3.69856,Entire home/apt,93,2,368,2025-09-07,3.65,1,12,61,
18628006,Habitación privada en Ático en Atocha,128982812,Felisa,Arganzuela,Atocha,40.40491,-3.69031,Private room,,3,2,2019-05-15,0.02,1,0,0,
18631940,Private room in penthouse in the heart of Chueca,28993412,Lorcán,Centro,Justicia,40.42269,-3.69774,Private room,,1,41,2020-02-28,0.41,1,0,0,
18634925,Private little Appartement in the heart of Madrid,120627887,Natalia,Salamanca,Guindalera,40.43444,-3.66308,Entire home/apt,43,7,112,2025-08-10,1.15,1,76,15,
18644148,"Céntrico y moderno apto. ""La casa de la escritora""",105083695,Maria Jesus,Centro,Universidad,40.42409,-3.70876,Entire home/apt,96,2,310,2025-09-12,3.06,2,9,84,
18644774,Bright Apartment in center of Madrid,93802905,Oscar,Arganzuela,Palos de Moguer,40.40258,-3.69649,Entire home/apt,,3,0,,,1,0,0,
18648109,Jose,129573308,Irina,Hortaleza,Canillas,40.4649,-3.62974,Private room,,1,0,,,1,0,0,
18652834,Modern Flat  in Chueca Madrid 2,1771095,Hans Rudolf Georg,Centro,Justicia,40.423,-3.69797,Entire home/apt,113,28,103,2025-09-02,1.02,14,54,9,
18662487,Amplia y cómoda vivienda en Puerta del Ángel.,1957992,Paul And Luz,Moncloa - Aravaca,Casa de Campo,40.4149,-3.72888,Entire home/apt,,5,3,2017-08-06,0.03,1,0,0,
18663087,Premium luxury city center apartment +free parking,86055764,Lorena,Arganzuela,Atocha,40.40095,-3.68618,Entire home/apt,148,6,247,2025-08-27,2.43,1,131,17,ESFCNT00002809000050169600000000000000000000000000005
18667319,"Habitación Madrid Centro, Atocha
Room near Atocha",87730856,Dani,Arganzuela,Delicias,40.39995,-3.6976,Private room,,3,1,2017-07-06,0.01,1,0,0,
18671014,Double Room - Duque de Alba (near Plaza Mayor),39172650,Raúl,Centro,Embajadores,40.41201,-3.70642,Private room,,1,0,,,1,0,0,
18671298,Habitación individual baño privado cerca a atocha,128598612,Jose,Chamberí,Gaztambide,40.43071,-3.71527,Private room,,1,0,,,1,0,0,
18681252,Casa familiar idónea como campamento base,96986176,Beatriz,Usera,Moscardó,40.3887,-3.70611,Entire home/apt,,6,0,,,1,0,0,
18688866,Toledino Golden Apartment - Barrio La Latina,40877988,Raul,Centro,Palacio,40.41163,-3.70847,Entire home/apt,106,2,476,2025-08-29,4.70,141,266,66,ESFCNT00002809100028840200000000000000000000000000003
18701568,Latina-Balcony-WiFi-A/C,127569594,Borja,Centro,Embajadores,40.40931,-3.70726,Entire home/apt,122,1,728,2025-08-30,7.19,8,147,79,
18702124,Top Location-Bright -WiFi-A/C,127569594,Borja,Centro,Embajadores,40.41087,-3.70613,Entire home/apt,130,1,812,2025-08-31,8.02,8,130,94,
